,slide_id
121,Case04_Site_C_slice23
122,Case04_Site_C_slice24
123,Case05_Site_C_slice00
124,Case05_Site_C_slice01
125,Case05_Site_C_slice02
126,Case05_Site_C_slice03
127,Case05_Site_C_slice04
128,Case05_Site_C_slice05
129,Case05_Site_C_slice06
130,Case05_Site_C_slice07
131,Case05_Site_C_slice08
132,Case05_Site_C_slice09
133,Case05_Site_C_slice10
134,Case05_Site_C_slice11
135,Case05_Site_C_slice12
136,Case05_Site_C_slice13
137,Case05_Site_C_slice14
138,Case05_Site_C_slice15
139,Case05_Site_C_slice16
140,Case05_Site_C_slice17
141,Case05_Site_C_slice18
142,Case05_Site_C_slice19
143,Case05_Site_C_slice20
144,Case05_Site_C_slice21
145,Case05_Site_C_slice22
146,Case05_Site_C_slice23
147,Case05_Site_C_slice24
148,Case05_Site_C_slice25
149,Case05_Site_C_slice26
150,Case05_Site_C_slice27
151,Case05_Site_C_slice28
152,Case05_Site_C_slice29
153,Case06_Site_C_slice00
154,Case06_Site_C_slice01
155,Case06_Site_C_slice02
156,Case06_Site_C_slice03
157,Case06_Site_C_slice04
158,Case06_Site_C_slice05
159,Case06_Site_C_slice06
160,Case06_Site_C_slice07
161,Case06_Site_C_slice08
162,Case06_Site_C_slice09
163,Case06_Site_C_slice10
164,Case06_Site_C_slice11
165,Case06_Site_C_slice12
166,Case06_Site_C_slice13
167,Case06_Site_C_slice14
168,Case06_Site_C_slice15
169,Case06_Site_C_slice16
170,Case06_Site_C_slice17
171,Case06_Site_C_slice18
172,Case06_Site_C_slice19
173,Case06_Site_C_slice20
174,Case06_Site_C_slice21
175,Case06_Site_C_slice22
176,Case06_Site_C_slice23
177,Case07_Site_C_slice00
178,Case07_Site_C_slice01
179,Case07_Site_C_slice02
180,Case07_Site_C_slice03
181,Case07_Site_C_slice04
182,Case07_Site_C_slice05
183,Case07_Site_C_slice06
184,Case07_Site_C_slice07
185,Case07_Site_C_slice08
186,Case07_Site_C_slice09
187,Case07_Site_C_slice10
188,Case07_Site_C_slice11
189,Case07_Site_C_slice12
190,Case07_Site_C_slice13
191,Case07_Site_C_slice14
192,Case07_Site_C_slice15
193,Case07_Site_C_slice16
194,Case08_Site_C_slice00
195,Case08_Site_C_slice01
196,Case08_Site_C_slice02
197,Case08_Site_C_slice03
198,Case08_Site_C_slice04
199,Case08_Site_C_slice05
200,Case08_Site_C_slice06
201,Case08_Site_C_slice07
202,Case08_Site_C_slice08
203,Case08_Site_C_slice09
204,Case08_Site_C_slice10
205,Case08_Site_C_slice11
206,Case08_Site_C_slice12
207,Case08_Site_C_slice13
208,Case08_Site_C_slice14
209,Case08_Site_C_slice15
210,Case08_Site_C_slice16
211,Case08_Site_C_slice17
212,Case08_Site_C_slice18
213,Case08_Site_C_slice19
214,Case08_Site_C_slice20
215,Case08_Site_C_slice21
216,Case08_Site_C_slice22
217,Case08_Site_C_slice23
218,Case08_Site_C_slice24
219,Case08_Site_C_slice25
220,Case09_Site_C_slice00
221,Case09_Site_C_slice01
222,Case09_Site_C_slice02
223,Case09_Site_C_slice03
224,Case09_Site_C_slice04
225,Case09_Site_C_slice05
226,Case09_Site_C_slice06
227,Case09_Site_C_slice07
228,Case09_Site_C_slice08
229,Case09_Site_C_slice09
230,Case09_Site_C_slice10
231,Case09_Site_C_slice11
232,Case09_Site_C_slice12
233,Case09_Site_C_slice13
234,Case09_Site_C_slice14
235,Case09_Site_C_slice15
236,Case09_Site_C_slice16
237,Case09_Site_C_slice17
238,Case09_Site_C_slice18
239,Case09_Site_C_slice19
240,Case09_Site_C_slice20
241,Case09_Site_C_slice21
242,Case09_Site_C_slice22
243,Case09_Site_C_slice23
244,Case09_Site_C_slice24
245,Case09_Site_C_slice25
246,Case09_Site_C_slice26
247,Case09_Site_C_slice27
248,Case09_Site_C_slice28
249,Case09_Site_C_slice29
250,Case09_Site_C_slice30
251,Case09_Site_C_slice31
252,Case10_Site_C_slice00
253,Case10_Site_C_slice01
254,Case10_Site_C_slice02
255,Case10_Site_C_slice03
256,Case10_Site_C_slice04
257,Case10_Site_C_slice05
258,Case10_Site_C_slice06
259,Case10_Site_C_slice07
260,Case10_Site_C_slice08
261,Case10_Site_C_slice09
262,Case10_Site_C_slice10
263,Case10_Site_C_slice11
264,Case10_Site_C_slice12
265,Case10_Site_C_slice13
266,Case10_Site_C_slice14
267,Case10_Site_C_slice15
268,Case10_Site_C_slice16
269,Case10_Site_C_slice17
270,Case10_Site_C_slice18
271,Case10_Site_C_slice19
272,Case10_Site_C_slice20
273,Case11_Site_C_slice00
274,Case11_Site_C_slice01
275,Case11_Site_C_slice02
276,Case11_Site_C_slice03
277,Case11_Site_C_slice04
278,Case11_Site_C_slice05
279,Case11_Site_C_slice06
280,Case11_Site_C_slice07
281,Case11_Site_C_slice08
282,Case11_Site_C_slice09
283,Case11_Site_C_slice10
284,Case11_Site_C_slice11
285,Case11_Site_C_slice12
286,Case11_Site_C_slice13
287,Case11_Site_C_slice14
288,Case11_Site_C_slice15
289,Case11_Site_C_slice16
290,Case11_Site_C_slice17
291,Case11_Site_C_slice18
292,Case11_Site_C_slice19
293,Case11_Site_C_slice20
294,Case11_Site_C_slice21
295,Case11_Site_C_slice22
296,Case11_Site_C_slice23
297,Case11_Site_C_slice24
298,Case11_Site_C_slice25
299,Case11_Site_C_slice26
300,Case12_Site_C_slice00
301,Case12_Site_C_slice01
302,Case12_Site_C_slice02
303,Case12_Site_C_slice03
304,Case12_Site_C_slice04
305,Case12_Site_C_slice05
306,Case12_Site_C_slice06
307,Case12_Site_C_slice07
308,Case12_Site_C_slice08
309,Case12_Site_C_slice09
310,Case12_Site_C_slice10
311,Case12_Site_C_slice11
312,Case12_Site_C_slice12
313,Case12_Site_C_slice13
314,Case12_Site_C_slice14
315,Case12_Site_C_slice15
316,Case12_Site_C_slice16
317,Case12_Site_C_slice17
318,Case12_Site_C_slice18
319,Case13_Site_C_slice00
320,Case13_Site_C_slice01
321,Case13_Site_C_slice02
322,Case13_Site_C_slice03
323,Case13_Site_C_slice04
324,Case13_Site_C_slice05
325,Case13_Site_C_slice06
326,Case13_Site_C_slice07
327,Case13_Site_C_slice08
328,Case13_Site_C_slice09
329,Case13_Site_C_slice10
330,Case13_Site_C_slice11
331,Case13_Site_C_slice12
332,Case13_Site_C_slice13
333,Case13_Site_C_slice14
334,Case13_Site_C_slice15
335,Case13_Site_C_slice16
336,Case13_Site_C_slice17
337,Case13_Site_C_slice18
338,Case13_Site_C_slice19
339,Case13_Site_C_slice20
340,Case13_Site_C_slice21
341,Case13_Site_C_slice22
342,Case13_Site_C_slice23
343,Case14_Site_C_slice00
344,Case14_Site_C_slice01
345,Case14_Site_C_slice02
346,Case14_Site_C_slice03
347,Case14_Site_C_slice04
348,Case14_Site_C_slice05
349,Case14_Site_C_slice06
350,Case14_Site_C_slice07
351,Case14_Site_C_slice08
352,Case14_Site_C_slice09
353,Case14_Site_C_slice10
354,Case14_Site_C_slice11
355,Case14_Site_C_slice12
356,Case14_Site_C_slice13
357,Case14_Site_C_slice14
358,Case14_Site_C_slice15
359,Case14_Site_C_slice16
360,Case14_Site_C_slice17
361,Case15_Site_C_slice00
362,Case15_Site_C_slice01
363,Case15_Site_C_slice02
364,Case15_Site_C_slice03
365,Case15_Site_C_slice04
366,Case15_Site_C_slice05
367,Case15_Site_C_slice06
368,Case15_Site_C_slice07
369,Case15_Site_C_slice08
370,Case15_Site_C_slice09
371,Case15_Site_C_slice10
372,Case15_Site_C_slice11
373,Case15_Site_C_slice12
374,Case15_Site_C_slice13
375,Case15_Site_C_slice14
376,Case15_Site_C_slice15
377,Case15_Site_C_slice16
378,Case15_Site_C_slice17
379,Case15_Site_C_slice18
380,Case15_Site_C_slice19
381,Case15_Site_C_slice20
382,Case15_Site_C_slice21
383,Case15_Site_C_slice22
384,Case15_Site_C_slice23
385,Case15_Site_C_slice24
386,Case15_Site_C_slice25
387,Case15_Site_C_slice26
388,Case15_Site_C_slice27
389,Case16_Site_C_slice00
390,Case16_Site_C_slice01
391,Case16_Site_C_slice02
392,Case16_Site_C_slice03
393,Case16_Site_C_slice04
394,Case16_Site_C_slice05
395,Case16_Site_C_slice06
396,Case16_Site_C_slice07
397,Case16_Site_C_slice08
398,Case16_Site_C_slice09
399,Case16_Site_C_slice10
400,Case16_Site_C_slice11
401,Case16_Site_C_slice12
402,Case16_Site_C_slice13
403,Case16_Site_C_slice14
404,Case16_Site_C_slice15
405,Case16_Site_C_slice16
406,Case16_Site_C_slice17
407,Case16_Site_C_slice18
408,Case16_Site_C_slice19
409,Case16_Site_C_slice20
410,Case16_Site_C_slice21
411,Case16_Site_C_slice22
412,Case16_Site_C_slice23
413,Case16_Site_C_slice24
414,Case16_Site_C_slice25
415,Case16_Site_C_slice26
416,Case16_Site_C_slice27
417,Case16_Site_C_slice28
418,Case16_Site_C_slice29
419,Case16_Site_C_slice30
420,Case17_Site_C_slice00
421,Case17_Site_C_slice01
422,Case17_Site_C_slice02
423,Case17_Site_C_slice03
424,Case17_Site_C_slice04
425,Case17_Site_C_slice05
426,Case17_Site_C_slice06
427,Case17_Site_C_slice07
428,Case17_Site_C_slice08
429,Case17_Site_C_slice09
430,Case17_Site_C_slice10
431,Case17_Site_C_slice11
432,Case17_Site_C_slice12
433,Case17_Site_C_slice13
434,Case17_Site_C_slice14
435,Case17_Site_C_slice15
436,Case17_Site_C_slice16
437,Case17_Site_C_slice17
438,Case17_Site_C_slice18
439,Case17_Site_C_slice19
440,Case17_Site_C_slice20
441,Case17_Site_C_slice21
442,Case17_Site_C_slice22
443,Case18_Site_C_slice00
444,Case18_Site_C_slice01
445,Case18_Site_C_slice02
446,Case18_Site_C_slice03
447,Case18_Site_C_slice04
448,Case18_Site_C_slice05
449,Case18_Site_C_slice06
450,Case18_Site_C_slice07
451,Case18_Site_C_slice08
452,Case18_Site_C_slice09
453,Case18_Site_C_slice10
454,Case18_Site_C_slice11
455,Case18_Site_C_slice12
456,Case18_Site_C_slice13
457,Case18_Site_C_slice14
458,Case18_Site_C_slice15
459,Case18_Site_C_slice16
460,Case18_Site_C_slice17
461,Case18_Site_C_slice18
462,Case18_Site_C_slice19
463,Case18_Site_C_slice20
464,Case18_Site_C_slice21
465,Case18_Site_C_slice22
466,Case18_Site_C_slice23
467,Case18_Site_C_slice24
