,train,val,test
61,subjectB5F8L9-VendorA_frame00_slice01,subjectG7I5V7-VendorA_frame00_slice01,subjectB8H5H6-VendorA_frame08_slice01
62,subjectB5F8L9-VendorA_frame00_slice02,subjectG7I5V7-VendorA_frame00_slice02,subjectB8H5H6-VendorA_frame08_slice02
63,subjectB5F8L9-VendorA_frame00_slice03,subjectG7I5V7-VendorA_frame00_slice03,subjectB8H5H6-VendorA_frame08_slice03
64,subjectB5F8L9-VendorA_frame00_slice04,subjectG7I5V7-VendorA_frame00_slice04,subjectB8H5H6-VendorA_frame08_slice04
65,subjectB5F8L9-VendorA_frame00_slice05,subjectG7I5V7-VendorA_frame00_slice05,subjectB8H5H6-VendorA_frame08_slice05
66,subjectB5F8L9-VendorA_frame00_slice06,subjectG7I5V7-VendorA_frame00_slice06,subjectB8H5H6-VendorA_frame08_slice06
67,subjectB5F8L9-VendorA_frame00_slice07,subjectG7I5V7-VendorA_frame00_slice07,subjectB8H5H6-VendorA_frame08_slice07
68,subjectB5F8L9-VendorA_frame00_slice08,subjectG7I5V7-VendorA_frame00_slice08,subjectB8H5H6-VendorA_frame08_slice08
69,subjectB5F8L9-VendorA_frame00_slice09,subjectG7I5V7-VendorA_frame00_slice09,subjectB8H5H6-VendorA_frame08_slice09
70,subjectB5F8L9-VendorA_frame08_slice00,subjectG7I5V7-VendorA_frame10_slice00,subjectB8H5H6-VendorA_frame24_slice00
71,subjectB5F8L9-VendorA_frame08_slice01,subjectG7I5V7-VendorA_frame10_slice01,subjectB8H5H6-VendorA_frame24_slice01
72,subjectB5F8L9-VendorA_frame08_slice02,subjectG7I5V7-VendorA_frame10_slice02,subjectB8H5H6-VendorA_frame24_slice02
73,subjectB5F8L9-VendorA_frame08_slice03,subjectG7I5V7-VendorA_frame10_slice03,subjectB8H5H6-VendorA_frame24_slice03
74,subjectB5F8L9-VendorA_frame08_slice04,subjectG7I5V7-VendorA_frame10_slice04,subjectB8H5H6-VendorA_frame24_slice04
75,subjectB5F8L9-VendorA_frame08_slice05,subjectG7I5V7-VendorA_frame10_slice05,subjectB8H5H6-VendorA_frame24_slice05
76,subjectB5F8L9-VendorA_frame08_slice06,subjectG7I5V7-VendorA_frame10_slice06,subjectB8H5H6-VendorA_frame24_slice06
77,subjectB5F8L9-VendorA_frame08_slice07,subjectG7I5V7-VendorA_frame10_slice07,subjectB8H5H6-VendorA_frame24_slice07
78,subjectB5F8L9-VendorA_frame08_slice08,subjectG7I5V7-VendorA_frame10_slice08,subjectB8H5H6-VendorA_frame24_slice08
79,subjectB5F8L9-VendorA_frame08_slice09,subjectG7I5V7-VendorA_frame10_slice09,subjectB8H5H6-VendorA_frame24_slice09
80,subjectJ6K6P5-VendorA_frame00_slice00,subjectJ8R5W2-VendorA_frame00_slice00,subjectA4B5U4-VendorA_frame00_slice00
81,subjectJ6K6P5-VendorA_frame00_slice01,subjectJ8R5W2-VendorA_frame00_slice01,subjectA4B5U4-VendorA_frame00_slice01
82,subjectJ6K6P5-VendorA_frame00_slice02,subjectJ8R5W2-VendorA_frame00_slice02,subjectA4B5U4-VendorA_frame00_slice02
83,subjectJ6K6P5-VendorA_frame00_slice03,subjectJ8R5W2-VendorA_frame00_slice03,subjectA4B5U4-VendorA_frame00_slice03
84,subjectJ6K6P5-VendorA_frame00_slice04,subjectJ8R5W2-VendorA_frame00_slice04,subjectA4B5U4-VendorA_frame00_slice04
85,subjectJ6K6P5-VendorA_frame00_slice05,subjectJ8R5W2-VendorA_frame00_slice05,subjectA4B5U4-VendorA_frame00_slice05
86,subjectJ6K6P5-VendorA_frame00_slice06,subjectJ8R5W2-VendorA_frame00_slice06,subjectA4B5U4-VendorA_frame00_slice06
87,subjectJ6K6P5-VendorA_frame00_slice07,subjectJ8R5W2-VendorA_frame00_slice07,subjectA4B5U4-VendorA_frame00_slice07
88,subjectJ6K6P5-VendorA_frame00_slice08,subjectJ8R5W2-VendorA_frame00_slice08,subjectA4B5U4-VendorA_frame00_slice08
89,subjectJ6K6P5-VendorA_frame00_slice09,subjectJ8R5W2-VendorA_frame00_slice09,subjectA4B5U4-VendorA_frame00_slice09
90,subjectJ6K6P5-VendorA_frame09_slice00,subjectJ8R5W2-VendorA_frame09_slice00,subjectA4B5U4-VendorA_frame10_slice00
91,subjectJ6K6P5-VendorA_frame09_slice01,subjectJ8R5W2-VendorA_frame09_slice01,subjectA4B5U4-VendorA_frame10_slice01
92,subjectJ6K6P5-VendorA_frame09_slice02,subjectJ8R5W2-VendorA_frame09_slice02,subjectA4B5U4-VendorA_frame10_slice02
93,subjectJ6K6P5-VendorA_frame09_slice03,subjectJ8R5W2-VendorA_frame09_slice03,subjectA4B5U4-VendorA_frame10_slice03
94,subjectJ6K6P5-VendorA_frame09_slice04,subjectJ8R5W2-VendorA_frame09_slice04,subjectA4B5U4-VendorA_frame10_slice04
95,subjectJ6K6P5-VendorA_frame09_slice05,subjectJ8R5W2-VendorA_frame09_slice05,subjectA4B5U4-VendorA_frame10_slice05
96,subjectJ6K6P5-VendorA_frame09_slice06,subjectJ8R5W2-VendorA_frame09_slice06,subjectA4B5U4-VendorA_frame10_slice06
97,subjectJ6K6P5-VendorA_frame09_slice07,subjectJ8R5W2-VendorA_frame09_slice07,subjectA4B5U4-VendorA_frame10_slice07
98,subjectJ6K6P5-VendorA_frame09_slice08,subjectJ8R5W2-VendorA_frame09_slice08,subjectA4B5U4-VendorA_frame10_slice08
99,subjectJ6K6P5-VendorA_frame09_slice09,subjectJ8R5W2-VendorA_frame09_slice09,subjectA4B5U4-VendorA_frame10_slice09
100,subjectA7M7P8-VendorA_frame00_slice00,subjectB9E0Q1-VendorA_frame00_slice00,subjectB2D9M2-VendorA_frame00_slice00
101,subjectA7M7P8-VendorA_frame00_slice01,subjectB9E0Q1-VendorA_frame00_slice01,subjectB2D9M2-VendorA_frame00_slice01
102,subjectA7M7P8-VendorA_frame00_slice02,subjectB9E0Q1-VendorA_frame00_slice02,subjectB2D9M2-VendorA_frame00_slice02
103,subjectA7M7P8-VendorA_frame00_slice03,subjectB9E0Q1-VendorA_frame00_slice03,subjectB2D9M2-VendorA_frame00_slice03
104,subjectA7M7P8-VendorA_frame00_slice04,subjectB9E0Q1-VendorA_frame00_slice04,subjectB2D9M2-VendorA_frame00_slice04
105,subjectA7M7P8-VendorA_frame00_slice05,subjectB9E0Q1-VendorA_frame00_slice05,subjectB2D9M2-VendorA_frame00_slice05
106,subjectA7M7P8-VendorA_frame00_slice06,subjectB9E0Q1-VendorA_frame00_slice06,subjectB2D9M2-VendorA_frame00_slice06
107,subjectA7M7P8-VendorA_frame00_slice07,subjectB9E0Q1-VendorA_frame00_slice07,subjectB2D9M2-VendorA_frame00_slice07
108,subjectA7M7P8-VendorA_frame00_slice08,subjectB9E0Q1-VendorA_frame00_slice08,subjectB2D9M2-VendorA_frame00_slice08
109,subjectA7M7P8-VendorA_frame00_slice09,subjectB9E0Q1-VendorA_frame00_slice09,subjectB2D9M2-VendorA_frame00_slice09
110,subjectA7M7P8-VendorA_frame09_slice00,subjectB9E0Q1-VendorA_frame11_slice00,subjectB2D9M2-VendorA_frame08_slice00
111,subjectA7M7P8-VendorA_frame09_slice01,subjectB9E0Q1-VendorA_frame11_slice01,subjectB2D9M2-VendorA_frame08_slice01
112,subjectA7M7P8-VendorA_frame09_slice02,subjectB9E0Q1-VendorA_frame11_slice02,subjectB2D9M2-VendorA_frame08_slice02
113,subjectA7M7P8-VendorA_frame09_slice03,subjectB9E0Q1-VendorA_frame11_slice03,subjectB2D9M2-VendorA_frame08_slice03
114,subjectA7M7P8-VendorA_frame09_slice04,subjectB9E0Q1-VendorA_frame11_slice04,subjectB2D9M2-VendorA_frame08_slice04
115,subjectA7M7P8-VendorA_frame09_slice05,subjectB9E0Q1-VendorA_frame11_slice05,subjectB2D9M2-VendorA_frame08_slice05
116,subjectA7M7P8-VendorA_frame09_slice06,subjectB9E0Q1-VendorA_frame11_slice06,subjectB2D9M2-VendorA_frame08_slice06
117,subjectA7M7P8-VendorA_frame09_slice07,subjectB9E0Q1-VendorA_frame11_slice07,subjectB2D9M2-VendorA_frame08_slice07
118,subjectA7M7P8-VendorA_frame09_slice08,subjectB9E0Q1-VendorA_frame11_slice08,subjectB2D9M2-VendorA_frame08_slice08
119,subjectA7M7P8-VendorA_frame09_slice09,subjectB9E0Q1-VendorA_frame11_slice09,subjectB2D9M2-VendorA_frame08_slice09
120,subjectK4T7Y0-VendorA_frame12_slice00,subjectF3G5K5-VendorA_frame12_slice00,subjectJ6P5T8-VendorA_frame00_slice00
121,subjectK4T7Y0-VendorA_frame12_slice01,subjectF3G5K5-VendorA_frame12_slice01,subjectJ6P5T8-VendorA_frame00_slice01
122,subjectK4T7Y0-VendorA_frame12_slice02,subjectF3G5K5-VendorA_frame12_slice02,subjectJ6P5T8-VendorA_frame00_slice02
123,subjectK4T7Y0-VendorA_frame12_slice03,subjectF3G5K5-VendorA_frame12_slice03,subjectJ6P5T8-VendorA_frame00_slice03
124,subjectK4T7Y0-VendorA_frame12_slice04,subjectF3G5K5-VendorA_frame12_slice04,subjectJ6P5T8-VendorA_frame00_slice04
125,subjectK4T7Y0-VendorA_frame12_slice05,subjectF3G5K5-VendorA_frame12_slice05,subjectJ6P5T8-VendorA_frame00_slice05
126,subjectK4T7Y0-VendorA_frame12_slice06,subjectF3G5K5-VendorA_frame12_slice06,subjectJ6P5T8-VendorA_frame00_slice06
127,subjectK4T7Y0-VendorA_frame12_slice07,subjectF3G5K5-VendorA_frame12_slice07,subjectJ6P5T8-VendorA_frame00_slice07
128,subjectK4T7Y0-VendorA_frame12_slice08,subjectF3G5K5-VendorA_frame12_slice08,subjectJ6P5T8-VendorA_frame00_slice08
129,subjectK4T7Y0-VendorA_frame24_slice00,subjectF3G5K5-VendorA_frame12_slice09,subjectJ6P5T8-VendorA_frame00_slice09
130,subjectK4T7Y0-VendorA_frame24_slice01,subjectF3G5K5-VendorA_frame24_slice00,subjectJ6P5T8-VendorA_frame09_slice00
131,subjectK4T7Y0-VendorA_frame24_slice02,subjectF3G5K5-VendorA_frame24_slice01,subjectJ6P5T8-VendorA_frame09_slice01
132,subjectK4T7Y0-VendorA_frame24_slice03,subjectF3G5K5-VendorA_frame24_slice02,subjectJ6P5T8-VendorA_frame09_slice02
133,subjectK4T7Y0-VendorA_frame24_slice04,subjectF3G5K5-VendorA_frame24_slice03,subjectJ6P5T8-VendorA_frame09_slice03
134,subjectK4T7Y0-VendorA_frame24_slice05,subjectF3G5K5-VendorA_frame24_slice04,subjectJ6P5T8-VendorA_frame09_slice04
135,subjectK4T7Y0-VendorA_frame24_slice06,subjectF3G5K5-VendorA_frame24_slice05,subjectJ6P5T8-VendorA_frame09_slice05
136,subjectK4T7Y0-VendorA_frame24_slice07,subjectF3G5K5-VendorA_frame24_slice06,subjectJ6P5T8-VendorA_frame09_slice06
137,subjectK4T7Y0-VendorA_frame24_slice08,subjectF3G5K5-VendorA_frame24_slice07,subjectJ6P5T8-VendorA_frame09_slice07
138,subjectA7O4T6-VendorA_frame00_slice00,subjectF3G5K5-VendorA_frame24_slice08,subjectJ6P5T8-VendorA_frame09_slice08
139,subjectA7O4T6-VendorA_frame00_slice01,subjectF3G5K5-VendorA_frame24_slice09,subjectJ6P5T8-VendorA_frame09_slice09
140,subjectA7O4T6-VendorA_frame00_slice02,subjectS1S3Z7-VendorA_frame00_slice00,subjectB0H7V0-VendorA_frame00_slice00
141,subjectA7O4T6-VendorA_frame00_slice03,subjectS1S3Z7-VendorA_frame00_slice01,subjectB0H7V0-VendorA_frame00_slice01
142,subjectA7O4T6-VendorA_frame00_slice04,subjectS1S3Z7-VendorA_frame00_slice02,subjectB0H7V0-VendorA_frame00_slice02
143,subjectA7O4T6-VendorA_frame00_slice05,subjectS1S3Z7-VendorA_frame00_slice03,subjectB0H7V0-VendorA_frame00_slice03
144,subjectA7O4T6-VendorA_frame00_slice06,subjectS1S3Z7-VendorA_frame00_slice04,subjectB0H7V0-VendorA_frame00_slice04
145,subjectA7O4T6-VendorA_frame00_slice07,subjectS1S3Z7-VendorA_frame00_slice05,subjectB0H7V0-VendorA_frame00_slice05
146,subjectA7O4T6-VendorA_frame00_slice08,subjectS1S3Z7-VendorA_frame00_slice06,subjectB0H7V0-VendorA_frame00_slice06
147,subjectA7O4T6-VendorA_frame00_slice09,subjectS1S3Z7-VendorA_frame00_slice07,subjectB0H7V0-VendorA_frame00_slice07
148,subjectA7O4T6-VendorA_frame10_slice00,subjectS1S3Z7-VendorA_frame00_slice08,subjectB0H7V0-VendorA_frame00_slice08
149,subjectA7O4T6-VendorA_frame10_slice01,subjectS1S3Z7-VendorA_frame00_slice09,subjectB0H7V0-VendorA_frame00_slice09
150,subjectA7O4T6-VendorA_frame10_slice02,subjectS1S3Z7-VendorA_frame09_slice00,subjectB0H7V0-VendorA_frame09_slice00
151,subjectA7O4T6-VendorA_frame10_slice03,subjectS1S3Z7-VendorA_frame09_slice01,subjectB0H7V0-VendorA_frame09_slice01
152,subjectA7O4T6-VendorA_frame10_slice04,subjectS1S3Z7-VendorA_frame09_slice02,subjectB0H7V0-VendorA_frame09_slice02
153,subjectA7O4T6-VendorA_frame10_slice05,subjectS1S3Z7-VendorA_frame09_slice03,subjectB0H7V0-VendorA_frame09_slice03
154,subjectA7O4T6-VendorA_frame10_slice06,subjectS1S3Z7-VendorA_frame09_slice04,subjectB0H7V0-VendorA_frame09_slice04
155,subjectA7O4T6-VendorA_frame10_slice07,subjectS1S3Z7-VendorA_frame09_slice05,subjectB0H7V0-VendorA_frame09_slice05
156,subjectA7O4T6-VendorA_frame10_slice08,subjectS1S3Z7-VendorA_frame09_slice06,subjectB0H7V0-VendorA_frame09_slice06
157,subjectA7O4T6-VendorA_frame10_slice09,subjectS1S3Z7-VendorA_frame09_slice07,subjectB0H7V0-VendorA_frame09_slice07
158,subjectI2J6Z6-VendorA_frame00_slice00,subjectS1S3Z7-VendorA_frame09_slice08,subjectB0H7V0-VendorA_frame09_slice08
159,subjectI2J6Z6-VendorA_frame00_slice01,subjectS1S3Z7-VendorA_frame09_slice09,subjectB0H7V0-VendorA_frame09_slice09
160,subjectI2J6Z6-VendorA_frame00_slice02,subjectK6N4N7-VendorA_frame00_slice00,subjectA6D5F9-VendorA_frame00_slice00
161,subjectI2J6Z6-VendorA_frame00_slice03,subjectK6N4N7-VendorA_frame00_slice01,subjectA6D5F9-VendorA_frame00_slice01
162,subjectI2J6Z6-VendorA_frame00_slice04,subjectK6N4N7-VendorA_frame00_slice02,subjectA6D5F9-VendorA_frame00_slice02
163,subjectI2J6Z6-VendorA_frame00_slice05,subjectK6N4N7-VendorA_frame00_slice03,subjectA6D5F9-VendorA_frame00_slice03
164,subjectI2J6Z6-VendorA_frame00_slice06,subjectK6N4N7-VendorA_frame00_slice04,subjectA6D5F9-VendorA_frame00_slice04
165,subjectI2J6Z6-VendorA_frame00_slice07,subjectK6N4N7-VendorA_frame00_slice05,subjectA6D5F9-VendorA_frame00_slice05
166,subjectI2J6Z6-VendorA_frame00_slice08,subjectK6N4N7-VendorA_frame00_slice06,subjectA6D5F9-VendorA_frame00_slice06
167,subjectI2J6Z6-VendorA_frame00_slice09,subjectK6N4N7-VendorA_frame00_slice07,subjectA6D5F9-VendorA_frame00_slice07
168,subjectI2J6Z6-VendorA_frame07_slice00,subjectK6N4N7-VendorA_frame00_slice08,subjectA6D5F9-VendorA_frame00_slice08
169,subjectI2J6Z6-VendorA_frame07_slice01,subjectK6N4N7-VendorA_frame00_slice09,subjectA6D5F9-VendorA_frame00_slice09
170,subjectI2J6Z6-VendorA_frame07_slice02,subjectK6N4N7-VendorA_frame08_slice00,subjectA6D5F9-VendorA_frame11_slice00
171,subjectI2J6Z6-VendorA_frame07_slice03,subjectK6N4N7-VendorA_frame08_slice01,subjectA6D5F9-VendorA_frame11_slice01
172,subjectI2J6Z6-VendorA_frame07_slice04,subjectK6N4N7-VendorA_frame08_slice02,subjectA6D5F9-VendorA_frame11_slice02
173,subjectI2J6Z6-VendorA_frame07_slice05,subjectK6N4N7-VendorA_frame08_slice03,subjectA6D5F9-VendorA_frame11_slice03
174,subjectI2J6Z6-VendorA_frame07_slice06,subjectK6N4N7-VendorA_frame08_slice04,subjectA6D5F9-VendorA_frame11_slice04
175,subjectI2J6Z6-VendorA_frame07_slice07,subjectK6N4N7-VendorA_frame08_slice05,subjectA6D5F9-VendorA_frame11_slice05
176,subjectI2J6Z6-VendorA_frame07_slice08,subjectK6N4N7-VendorA_frame08_slice06,subjectA6D5F9-VendorA_frame11_slice06
177,subjectI2J6Z6-VendorA_frame07_slice09,subjectK6N4N7-VendorA_frame08_slice07,subjectA6D5F9-VendorA_frame11_slice07
178,subjectC2J0K3-VendorA_frame00_slice00,subjectK6N4N7-VendorA_frame08_slice08,subjectA6D5F9-VendorA_frame11_slice08
179,subjectC2J0K3-VendorA_frame00_slice01,subjectK6N4N7-VendorA_frame08_slice09,subjectA6D5F9-VendorA_frame11_slice09
180,subjectC2J0K3-VendorA_frame00_slice02,subjectD4N6W6-VendorA_frame00_slice00,subjectM2P1R1-VendorA_frame00_slice00
181,subjectC2J0K3-VendorA_frame00_slice03,subjectD4N6W6-VendorA_frame00_slice01,subjectM2P1R1-VendorA_frame00_slice01
182,subjectC2J0K3-VendorA_frame00_slice04,subjectD4N6W6-VendorA_frame00_slice02,subjectM2P1R1-VendorA_frame00_slice02
183,subjectC2J0K3-VendorA_frame00_slice05,subjectD4N6W6-VendorA_frame00_slice03,subjectM2P1R1-VendorA_frame00_slice03
184,subjectC2J0K3-VendorA_frame00_slice06,subjectD4N6W6-VendorA_frame00_slice04,subjectM2P1R1-VendorA_frame00_slice04
185,subjectC2J0K3-VendorA_frame00_slice07,subjectD4N6W6-VendorA_frame00_slice05,subjectM2P1R1-VendorA_frame00_slice05
186,subjectC2J0K3-VendorA_frame00_slice08,subjectD4N6W6-VendorA_frame00_slice06,subjectM2P1R1-VendorA_frame00_slice06
187,subjectC2J0K3-VendorA_frame00_slice09,subjectD4N6W6-VendorA_frame00_slice07,subjectM2P1R1-VendorA_frame00_slice07
188,subjectC2J0K3-VendorA_frame09_slice00,subjectD4N6W6-VendorA_frame00_slice08,subjectM2P1R1-VendorA_frame00_slice08
189,subjectC2J0K3-VendorA_frame09_slice01,subjectD4N6W6-VendorA_frame00_slice09,subjectM2P1R1-VendorA_frame00_slice09
190,subjectC2J0K3-VendorA_frame09_slice02,subjectD4N6W6-VendorA_frame10_slice00,subjectM2P1R1-VendorA_frame10_slice00
191,subjectC2J0K3-VendorA_frame09_slice03,subjectD4N6W6-VendorA_frame10_slice01,subjectM2P1R1-VendorA_frame10_slice01
192,subjectC2J0K3-VendorA_frame09_slice04,subjectD4N6W6-VendorA_frame10_slice02,subjectM2P1R1-VendorA_frame10_slice02
