,train,val,test
101,Case03_Site_E_slice14,,
102,Case03_Site_E_slice15,,
103,Case03_Site_E_slice16,,
104,Case03_Site_E_slice17,,
105,Case03_Site_E_slice18,,
106,Case08_Site_E_slice00,,
107,Case08_Site_E_slice01,,
108,Case08_Site_E_slice02,,
109,Case08_Site_E_slice03,,
110,Case08_Site_E_slice04,,
111,Case08_Site_E_slice05,,
112,Case08_Site_E_slice06,,
113,Case08_Site_E_slice07,,
114,Case08_Site_E_slice08,,
115,Case08_Site_E_slice09,,
116,Case08_Site_E_slice10,,
117,Case08_Site_E_slice11,,
118,Case08_Site_E_slice12,,
119,Case08_Site_E_slice13,,
120,Case08_Site_E_slice14,,
121,Case08_Site_E_slice15,,
122,Case04_Site_E_slice00,,
123,Case04_Site_E_slice01,,
124,Case04_Site_E_slice02,,
125,Case04_Site_E_slice03,,
126,Case04_Site_E_slice04,,
127,Case04_Site_E_slice05,,
128,Case04_Site_E_slice06,,
129,Case04_Site_E_slice07,,
130,Case04_Site_E_slice08,,
131,Case04_Site_E_slice09,,
132,Case04_Site_E_slice10,,
133,Case04_Site_E_slice11,,
134,Case04_Site_E_slice12,,
135,Case04_Site_E_slice13,,
136,Case04_Site_E_slice14,,
137,Case04_Site_E_slice15,,
138,Case04_Site_E_slice16,,
139,Case04_Site_E_slice17,,
140,Case04_Site_E_slice18,,
141,Case04_Site_E_slice19,,
142,Case04_Site_E_slice20,,
143,Case04_Site_E_slice21,,
144,Case04_Site_E_slice22,,
145,Case04_Site_E_slice23,,
