,train,val,test
31,Case26_Site_A_slice05,Case22_Site_A_slice02,Case25_Site_A_slice03
32,Case26_Site_A_slice06,Case22_Site_A_slice03,Case25_Site_A_slice04
33,Case26_Site_A_slice07,Case22_Site_A_slice04,Case25_Site_A_slice05
34,Case26_Site_A_slice08,Case22_Site_A_slice05,Case25_Site_A_slice06
35,Case26_Site_A_slice09,Case22_Site_A_slice06,Case25_Site_A_slice07
36,Case26_Site_A_slice10,Case22_Site_A_slice07,Case25_Site_A_slice08
37,Case26_Site_A_slice11,Case22_Site_A_slice08,Case25_Site_A_slice09
38,Case26_Site_A_slice12,Case22_Site_A_slice09,Case25_Site_A_slice10
39,Case26_Site_A_slice13,Case22_Site_A_slice10,Case25_Site_A_slice11
40,Case26_Site_A_slice14,Case22_Site_A_slice11,Case25_Site_A_slice12
41,Case08_Site_A_slice00,Case22_Site_A_slice12,Case25_Site_A_slice13
42,Case08_Site_A_slice01,Case22_Site_A_slice13,Case25_Site_A_slice14
43,Case08_Site_A_slice02,Case22_Site_A_slice14,Case25_Site_A_slice15
44,Case08_Site_A_slice03,Case22_Site_A_slice15,Case25_Site_A_slice16
45,Case08_Site_A_slice04,Case15_Site_A_slice00,Case17_Site_A_slice00
46,Case08_Site_A_slice05,Case15_Site_A_slice01,Case17_Site_A_slice01
47,Case08_Site_A_slice06,Case15_Site_A_slice02,Case17_Site_A_slice02
48,Case08_Site_A_slice07,Case15_Site_A_slice03,Case17_Site_A_slice03
49,Case08_Site_A_slice08,Case15_Site_A_slice04,Case17_Site_A_slice04
50,Case08_Site_A_slice09,Case15_Site_A_slice05,Case17_Site_A_slice05
51,Case08_Site_A_slice10,Case15_Site_A_slice06,Case17_Site_A_slice06
52,Case08_Site_A_slice11,Case15_Site_A_slice07,Case17_Site_A_slice07
53,Case08_Site_A_slice12,Case15_Site_A_slice08,Case17_Site_A_slice08
54,Case08_Site_A_slice13,Case15_Site_A_slice09,Case17_Site_A_slice09
55,Case08_Site_A_slice14,Case15_Site_A_slice10,Case23_Site_A_slice00
56,Case08_Site_A_slice15,Case15_Site_A_slice11,Case23_Site_A_slice01
57,Case08_Site_A_slice16,Case15_Site_A_slice12,Case23_Site_A_slice02
58,Case06_Site_A_slice00,,Case23_Site_A_slice03
59,Case06_Site_A_slice01,,Case23_Site_A_slice04
60,Case06_Site_A_slice02,,Case23_Site_A_slice05
61,Case06_Site_A_slice03,,Case23_Site_A_slice06
62,Case06_Site_A_slice04,,Case23_Site_A_slice07
63,Case06_Site_A_slice05,,Case23_Site_A_slice08
64,Case06_Site_A_slice06,,Case23_Site_A_slice09
65,Case06_Site_A_slice07,,Case23_Site_A_slice10
66,Case06_Site_A_slice08,,Case23_Site_A_slice11
67,Case27_Site_A_slice00,,Case23_Site_A_slice12
68,Case27_Site_A_slice01,,Case23_Site_A_slice13
69,Case27_Site_A_slice02,,Case23_Site_A_slice14
70,Case27_Site_A_slice03,,Case23_Site_A_slice15
71,Case27_Site_A_slice04,,Case23_Site_A_slice16
72,Case27_Site_A_slice05,,Case23_Site_A_slice17
73,Case27_Site_A_slice06,,Case23_Site_A_slice18
74,Case27_Site_A_slice07,,Case00_Site_A_slice00
75,Case27_Site_A_slice08,,Case00_Site_A_slice01
76,Case27_Site_A_slice09,,Case00_Site_A_slice02
77,Case27_Site_A_slice10,,Case00_Site_A_slice03
78,Case27_Site_A_slice11,,Case00_Site_A_slice04
79,Case27_Site_A_slice12,,Case00_Site_A_slice05
80,Case27_Site_A_slice13,,Case00_Site_A_slice06
81,Case20_Site_A_slice00,,Case00_Site_A_slice07
82,Case20_Site_A_slice01,,Case00_Site_A_slice08
83,Case20_Site_A_slice02,,Case00_Site_A_slice09
84,Case20_Site_A_slice03,,Case00_Site_A_slice10
85,Case20_Site_A_slice04,,Case00_Site_A_slice11
86,Case20_Site_A_slice05,,Case00_Site_A_slice12
87,Case20_Site_A_slice06,,Case00_Site_A_slice13
88,Case20_Site_A_slice07,,Case03_Site_A_slice00
89,Case20_Site_A_slice08,,Case03_Site_A_slice01
90,Case20_Site_A_slice09,,Case03_Site_A_slice02
91,Case20_Site_A_slice10,,Case03_Site_A_slice03
92,Case20_Site_A_slice11,,Case03_Site_A_slice04
93,Case20_Site_A_slice12,,Case03_Site_A_slice05
94,Case20_Site_A_slice13,,Case03_Site_A_slice06
95,Case20_Site_A_slice14,,Case03_Site_A_slice07
96,Case20_Site_A_slice15,,Case03_Site_A_slice08
97,Case05_Site_A_slice00,,Case03_Site_A_slice09
98,Case05_Site_A_slice01,,Case03_Site_A_slice10
99,Case05_Site_A_slice02,,Case03_Site_A_slice11
100,Case05_Site_A_slice03,,Case03_Site_A_slice12
101,Case05_Site_A_slice04,,Case03_Site_A_slice13
102,Case05_Site_A_slice05,,Case02_Site_A_slice00
103,Case05_Site_A_slice06,,Case02_Site_A_slice01
104,Case05_Site_A_slice07,,Case02_Site_A_slice02
105,Case05_Site_A_slice08,,Case02_Site_A_slice03
106,Case05_Site_A_slice09,,Case02_Site_A_slice04
107,Case05_Site_A_slice10,,Case02_Site_A_slice05
108,Case05_Site_A_slice11,,Case02_Site_A_slice06
109,Case05_Site_A_slice12,,Case02_Site_A_slice07
110,Case05_Site_A_slice13,,Case02_Site_A_slice08
111,Case05_Site_A_slice14,,Case02_Site_A_slice09
112,Case19_Site_A_slice00,,Case02_Site_A_slice10
113,Case19_Site_A_slice01,,Case02_Site_A_slice11
114,Case19_Site_A_slice02,,Case02_Site_A_slice12
115,Case19_Site_A_slice03,,Case02_Site_A_slice13
116,Case19_Site_A_slice04,,Case02_Site_A_slice14
117,Case19_Site_A_slice05,,Case02_Site_A_slice15
118,Case19_Site_A_slice06,,Case02_Site_A_slice16
119,Case19_Site_A_slice07,,Case02_Site_A_slice17
120,Case19_Site_A_slice08,,
121,Case19_Site_A_slice09,,
122,Case13_Site_A_slice00,,
123,Case13_Site_A_slice01,,
124,Case13_Site_A_slice02,,
125,Case13_Site_A_slice03,,
126,Case13_Site_A_slice04,,
127,Case13_Site_A_slice05,,
128,Case13_Site_A_slice06,,
129,Case13_Site_A_slice07,,
130,Case13_Site_A_slice08,,
131,Case13_Site_A_slice09,,
132,Case24_Site_A_slice00,,
133,Case24_Site_A_slice01,,
134,Case24_Site_A_slice02,,
135,Case24_Site_A_slice03,,
136,Case24_Site_A_slice04,,
137,Case24_Site_A_slice05,,
138,Case24_Site_A_slice06,,
139,Case24_Site_A_slice07,,
140,Case24_Site_A_slice08,,
141,Case24_Site_A_slice09,,
142,Case24_Site_A_slice10,,
143,Case24_Site_A_slice11,,
144,Case24_Site_A_slice12,,
145,Case24_Site_A_slice13,,
146,Case24_Site_A_slice14,,
147,Case24_Site_A_slice15,,
148,Case14_Site_A_slice00,,
149,Case14_Site_A_slice01,,
150,Case14_Site_A_slice02,,
151,Case14_Site_A_slice03,,
152,Case14_Site_A_slice04,,
153,Case14_Site_A_slice05,,
154,Case14_Site_A_slice06,,
155,Case14_Site_A_slice07,,
156,Case14_Site_A_slice08,,
157,Case14_Site_A_slice09,,
158,Case14_Site_A_slice10,,
159,Case14_Site_A_slice11,,
160,Case29_Site_A_slice00,,
161,Case29_Site_A_slice01,,
162,Case29_Site_A_slice02,,
163,Case29_Site_A_slice03,,
164,Case29_Site_A_slice04,,
165,Case29_Site_A_slice05,,
166,Case29_Site_A_slice06,,
167,Case29_Site_A_slice07,,
168,Case29_Site_A_slice08,,
169,Case09_Site_A_slice00,,
170,Case09_Site_A_slice01,,
171,Case09_Site_A_slice02,,
172,Case09_Site_A_slice03,,
173,Case09_Site_A_slice04,,
174,Case09_Site_A_slice05,,
175,Case09_Site_A_slice06,,
176,Case09_Site_A_slice07,,
177,Case09_Site_A_slice08,,
178,Case09_Site_A_slice09,,
179,Case09_Site_A_slice10,,
180,Case09_Site_A_slice11,,
181,Case07_Site_A_slice00,,
182,Case07_Site_A_slice01,,
183,Case07_Site_A_slice02,,
184,Case07_Site_A_slice03,,
185,Case07_Site_A_slice04,,
186,Case07_Site_A_slice05,,
187,Case07_Site_A_slice06,,
188,Case07_Site_A_slice07,,
189,Case07_Site_A_slice08,,
190,Case07_Site_A_slice09,,
191,Case07_Site_A_slice10,,
192,Case16_Site_A_slice00,,
193,Case16_Site_A_slice01,,
194,Case16_Site_A_slice02,,
195,Case16_Site_A_slice03,,
196,Case16_Site_A_slice04,,
197,Case16_Site_A_slice05,,
198,Case16_Site_A_slice06,,
199,Case16_Site_A_slice07,,
200,Case16_Site_A_slice08,,
201,Case16_Site_A_slice09,,
202,Case16_Site_A_slice10,,
203,Case16_Site_A_slice11,,
204,Case16_Site_A_slice12,,
205,Case16_Site_A_slice13,,
206,Case16_Site_A_slice14,,
207,Case16_Site_A_slice15,,
208,Case16_Site_A_slice16,,
209,Case16_Site_A_slice17,,
210,Case16_Site_A_slice18,,
211,Case16_Site_A_slice19,,
212,Case18_Site_A_slice00,,
213,Case18_Site_A_slice01,,
214,Case18_Site_A_slice02,,
215,Case18_Site_A_slice03,,
216,Case18_Site_A_slice04,,
217,Case18_Site_A_slice05,,
218,Case18_Site_A_slice06,,
219,Case18_Site_A_slice07,,
220,Case18_Site_A_slice08,,
221,Case18_Site_A_slice09,,
222,Case18_Site_A_slice10,,
223,Case18_Site_A_slice11,,
224,Case18_Site_A_slice12,,
225,Case18_Site_A_slice13,,
226,Case18_Site_A_slice14,,
227,Case18_Site_A_slice15,,
228,Case18_Site_A_slice16,,
229,Case11_Site_A_slice00,,
230,Case11_Site_A_slice01,,
231,Case11_Site_A_slice02,,
232,Case11_Site_A_slice03,,
233,Case11_Site_A_slice04,,
234,Case11_Site_A_slice05,,
235,Case11_Site_A_slice06,,
236,Case11_Site_A_slice07,,
237,Case11_Site_A_slice08,,
238,Case11_Site_A_slice09,,
239,Case11_Site_A_slice10,,
240,Case11_Site_A_slice11,,
241,Case11_Site_A_slice12,,
242,Case11_Site_A_slice13,,
