,train,val,test
77,r1_Im042,,
78,r1_Im037,,
79,r2_Im427,,
80,r1_Im028,,
81,r2_Im070,,
82,r2_Im090,,
83,r1_Im119,,
84,r2_Im289,,
85,r2_Im018,,
86,r2_Im144,,
87,r1_Im041,,
88,r1_Im024,,
89,r2_Im442,,
90,r1_Im158,,
91,r2_Im062,,
92,r2_Im432,,
93,r1_Im155,,
94,r2_Im006,,
95,r2_Im128,,
96,r2_Im012,,
97,r2_Im124,,
98,r2_Im206,,
99,r1_Im115,,
100,r1_Im167,,
101,r1_Im069,,
102,r2_Im226,,
103,r2_Im319,,
104,r1_Im132,,
105,r2_Im453,,
106,r2_Im160,,
107,r2_Im150,,
108,r1_Im003,,
109,r2_Im172,,
110,r1_Im014,,
111,r2_Im351,,
112,r1_Im166,,
113,r2_Im086,,
114,r1_Im063,,
115,r2_Im384,,
116,r1_Im163,,
117,r1_Im131,,
118,r2_Im126,,
119,r1_Im113,,
120,r2_Im366,,
121,r2_Im377,,
122,r2_Im449,,
123,r2_Im338,,
124,r1_Im121,,
125,r2_Im290,,
126,r2_Im418,,
127,r2_Im334,,
128,r2_Im138,,
129,r2_Im108,,
130,r2_Im140,,
131,r1_Im087,,
132,r1_Im161,,
133,r1_Im080,,
134,r2_Im443,,
135,r1_Im008,,
136,r2_Im404,,
137,r2_Im002,,
138,r2_Im454,,
139,r2_Im365,,
140,r2_Im200,,
141,r1_Im026,,
142,r1_Im056,,
143,r2_Im236,,
144,r2_Im046,,
145,r2_Im314,,
146,r2_Im408,,
147,r2_Im064,,
148,r2_Im184,,
149,r2_Im044,,
150,r2_Im092,,
151,r1_Im128,,
152,r2_Im403,,
153,r1_Im117,,
154,r1_Im052,,
155,r2_Im269,,
156,r2_Im178,,
157,r2_Im033,,
158,r1_Im162,,
159,r2_Im420,,
160,r1_Im127,,
161,r2_Im391,,
162,r2_Im315,,
163,r2_Im450,,
164,r2_Im019,,
165,r1_Im033,,
166,r2_Im210,,
167,r1_Im145,,
168,r1_Im138,,
169,r1_Im023,,
170,r2_Im419,,
171,r1_Im152,,
172,r2_Im027,,
173,r1_Im153,,
174,r2_Im054,,
175,r1_Im133,,
176,r2_Im281,,
177,r2_Im292,,
178,r2_Im001,,
179,r2_Im058,,
180,r2_Im180,,
181,r2_Im318,,
182,r2_Im208,,
183,r1_Im036,,
184,r2_Im029,,
185,r2_Im088,,
186,r1_Im150,,
187,r2_Im439,,
188,r2_Im277,,
189,r1_Im040,,
190,r2_Im385,,
191,r2_Im196,,
192,r2_Im182,,
193,r2_Im031,,
194,r2_Im120,,
195,r2_Im294,,
196,r1_Im082,,
197,r2_Im112,,
198,r2_Im388,,
199,r2_Im072,,
200,r2_Im166,,
201,r2_Im080,,
202,r2_Im074,,
203,r1_Im165,,
204,r2_Im275,,
205,r2_Im010,,
206,r2_Im267,,
207,r2_Im014,,
208,r2_Im421,,
