,train,val,test
81,Case21_Site_B_slice07,,Case23_Site_B_slice00
82,Case21_Site_B_slice08,,Case23_Site_B_slice01
83,Case21_Site_B_slice09,,Case23_Site_B_slice02
84,Case21_Site_B_slice10,,Case23_Site_B_slice03
85,Case21_Site_B_slice11,,Case23_Site_B_slice04
86,Case21_Site_B_slice12,,Case23_Site_B_slice05
87,Case21_Site_B_slice13,,Case23_Site_B_slice06
88,Case21_Site_B_slice14,,Case23_Site_B_slice07
89,Case21_Site_B_slice15,,Case23_Site_B_slice08
90,Case29_Site_B_slice00,,Case23_Site_B_slice09
91,Case29_Site_B_slice01,,Case28_Site_B_slice00
92,Case29_Site_B_slice02,,Case28_Site_B_slice01
93,Case29_Site_B_slice03,,Case28_Site_B_slice02
94,Case29_Site_B_slice04,,Case28_Site_B_slice03
95,Case29_Site_B_slice05,,Case28_Site_B_slice04
96,Case29_Site_B_slice06,,Case28_Site_B_slice05
97,Case29_Site_B_slice07,,Case28_Site_B_slice06
98,Case29_Site_B_slice08,,Case28_Site_B_slice07
99,Case29_Site_B_slice09,,Case28_Site_B_slice08
100,Case29_Site_B_slice10,,Case28_Site_B_slice09
101,Case29_Site_B_slice11,,Case28_Site_B_slice10
102,Case29_Site_B_slice12,,Case28_Site_B_slice11
103,Case29_Site_B_slice13,,Case28_Site_B_slice12
104,Case29_Site_B_slice14,,
105,Case29_Site_B_slice15,,
106,Case29_Site_B_slice16,,
107,Case05_Site_B_slice00,,
108,Case05_Site_B_slice01,,
109,Case05_Site_B_slice02,,
110,Case05_Site_B_slice03,,
111,Case05_Site_B_slice04,,
112,Case05_Site_B_slice05,,
113,Case05_Site_B_slice06,,
114,Case05_Site_B_slice07,,
115,Case05_Site_B_slice08,,
116,Case05_Site_B_slice09,,
117,Case05_Site_B_slice10,,
118,Case05_Site_B_slice11,,
119,Case05_Site_B_slice12,,
120,Case05_Site_B_slice13,,
121,Case05_Site_B_slice14,,
122,Case05_Site_B_slice15,,
123,Case05_Site_B_slice16,,
124,Case05_Site_B_slice17,,
125,Case05_Site_B_slice18,,
126,Case05_Site_B_slice19,,
127,Case07_Site_B_slice00,,
128,Case07_Site_B_slice01,,
129,Case07_Site_B_slice02,,
130,Case07_Site_B_slice03,,
131,Case07_Site_B_slice04,,
132,Case07_Site_B_slice05,,
133,Case07_Site_B_slice06,,
134,Case07_Site_B_slice07,,
135,Case07_Site_B_slice08,,
136,Case07_Site_B_slice09,,
137,Case07_Site_B_slice10,,
138,Case07_Site_B_slice11,,
139,Case07_Site_B_slice12,,
140,Case08_Site_B_slice00,,
141,Case08_Site_B_slice01,,
142,Case08_Site_B_slice02,,
143,Case08_Site_B_slice03,,
144,Case08_Site_B_slice04,,
145,Case08_Site_B_slice05,,
146,Case08_Site_B_slice06,,
147,Case08_Site_B_slice07,,
148,Case08_Site_B_slice08,,
149,Case08_Site_B_slice09,,
150,Case08_Site_B_slice10,,
151,Case09_Site_B_slice00,,
152,Case09_Site_B_slice01,,
153,Case09_Site_B_slice02,,
154,Case09_Site_B_slice03,,
155,Case09_Site_B_slice04,,
156,Case09_Site_B_slice05,,
157,Case09_Site_B_slice06,,
158,Case09_Site_B_slice07,,
159,Case09_Site_B_slice08,,
160,Case09_Site_B_slice09,,
161,Case20_Site_B_slice00,,
162,Case20_Site_B_slice01,,
163,Case20_Site_B_slice02,,
164,Case20_Site_B_slice03,,
165,Case20_Site_B_slice04,,
166,Case20_Site_B_slice05,,
167,Case20_Site_B_slice06,,
168,Case20_Site_B_slice07,,
169,Case20_Site_B_slice08,,
170,Case20_Site_B_slice09,,
171,Case20_Site_B_slice10,,
172,Case20_Site_B_slice11,,
173,Case20_Site_B_slice12,,
174,Case20_Site_B_slice13,,
175,Case16_Site_B_slice00,,
176,Case16_Site_B_slice01,,
177,Case16_Site_B_slice02,,
178,Case16_Site_B_slice03,,
179,Case16_Site_B_slice04,,
180,Case16_Site_B_slice05,,
181,Case16_Site_B_slice06,,
182,Case16_Site_B_slice07,,
183,Case16_Site_B_slice08,,
184,Case04_Site_B_slice00,,
185,Case04_Site_B_slice01,,
186,Case04_Site_B_slice02,,
187,Case04_Site_B_slice03,,
188,Case04_Site_B_slice04,,
189,Case04_Site_B_slice05,,
190,Case04_Site_B_slice06,,
191,Case04_Site_B_slice07,,
192,Case04_Site_B_slice08,,
193,Case04_Site_B_slice09,,
194,Case04_Site_B_slice10,,
195,Case19_Site_B_slice00,,
196,Case19_Site_B_slice01,,
197,Case19_Site_B_slice02,,
198,Case19_Site_B_slice03,,
199,Case19_Site_B_slice04,,
200,Case19_Site_B_slice05,,
201,Case19_Site_B_slice06,,
202,Case19_Site_B_slice07,,
203,Case19_Site_B_slice08,,
204,Case19_Site_B_slice09,,
205,Case19_Site_B_slice10,,
206,Case19_Site_B_slice11,,
207,Case19_Site_B_slice12,,
208,Case25_Site_B_slice00,,
209,Case25_Site_B_slice01,,
210,Case25_Site_B_slice02,,
211,Case25_Site_B_slice03,,
212,Case25_Site_B_slice04,,
213,Case25_Site_B_slice05,,
214,Case25_Site_B_slice06,,
215,Case25_Site_B_slice07,,
216,Case25_Site_B_slice08,,
217,Case25_Site_B_slice09,,
218,Case22_Site_B_slice00,,
219,Case22_Site_B_slice01,,
220,Case22_Site_B_slice02,,
221,Case22_Site_B_slice03,,
222,Case22_Site_B_slice04,,
223,Case22_Site_B_slice05,,
224,Case22_Site_B_slice06,,
225,Case22_Site_B_slice07,,
226,Case22_Site_B_slice08,,
227,Case22_Site_B_slice09,,
228,Case22_Site_B_slice10,,
229,Case22_Site_B_slice11,,
230,Case22_Site_B_slice12,,
